State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude, Max Hourly HI Rate (MMBtu/hr)
NY,Astoria Gas Turbine Power,55243,CT3-2B,CP0003,2019,RGGI,36.24,12,685.55,,0.033,0.5251,2.301,558.1,9425.9,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSNOX : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596)","CSNOX : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT3-3A,CP0003,2019,RGGI,18.31,12,345.88,,0.017,0.5214,1.146,273.3,4607.6,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),RGGI : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),RGGI : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT3-3B,CP0003,2019,RGGI,18.31,12,345.88,,0.017,0.5262,1.142,273.3,4607.6,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSSO2G1 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596)","CSSO2G1 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT3-4A,CP0003,2019,RGGI,67.61,12,1294.28,,0.022,0.5101,4.286,1025.3,17371.8,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSNOX : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","CSNOX : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT3-4B,CP0003,2019,RGGI,67.61,12,1294.28,,0.022,0.5108,4.263,1025.3,17371.8,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),CSNOX : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),CSNOX : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-1A,CP0004,2019,RGGI,57.46,12,972.95,,0.053,0.4842,3.271,816.1,13776,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSSO2G1 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596)","CSSO2G1 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-1B,CP0004,2019,RGGI,57.46,12,972.95,,0.053,0.4863,3.266,816.1,13776,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSNOX : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","CSNOX : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-2A,CP0004,2019,RGGI,49.96,12,873.5,,0.022,0.4652,2.745,737.8,12487.7,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-2B,CP0004,2019,RGGI,49.96,12,873.5,,0.022,0.4896,2.872,737.8,12487.7,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","RGGI : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596)","RGGI : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-3A,CP0004,2019,RGGI,41.14,12,748.81,,0.037,0.5153,2.605,621.2,10483,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","RGGI : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596)","RGGI : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-3B,CP0004,2019,RGGI,41.14,12,748.81,,0.037,0.5185,2.596,621.2,10483,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSSO2G1 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596)","CSSO2G1 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-4A,CP0004,2019,RGGI,34.02,12,596.34,,0.038,0.5232,2.122,504.9,8515,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSSO2G1 : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596)","CSSO2G1 : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT4-4B,CP0004,2019,RGGI,34.02,12,596.34,,0.113,0.5447,2.188,511.5,8515,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","RGGI : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","RGGI : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,E F Barrett,2511,U00012,CP001,2019,RGGI,564,12,6537,,0.034,0.4144,21.779,6218.4,105191.2,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","CSOSG2 : ,RGGI : ,CSNOX : ,CSSO2G1 : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,480
NY,E F Barrett,2511,U00013,CP001,2019,RGGI,564,12,6537,,0.034,0.4144,21.779,6218.4,105191.2,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSOSG2 : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257)","CSOSG2 : ,CSSO2G1 : ,CSNOX : ,RGGI : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,480
NY,E F Barrett,2511,U00014,CP001,2019,RGGI,466,12,5708,,0.03,0.4132,18.993,5430.7,91961.9,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSOSG2 : James P Flannery (606257),CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","CSOSG2 : ,CSNOX : ,RGGI : ,CSSO2G1 : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,520.7
NY,E F Barrett,2511,U00015,CP001,2019,RGGI,466,12,5708,,0.03,0.4132,18.993,5430.7,91961.9,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","CSNOX : ,CSOSG2 : ,RGGI : ,CSSO2G1 : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,505
NY,E F Barrett,2511,U00016,CP001,2019,RGGI,1044,12,11925,,0.065,0.4254,40.36,11347,190133.5,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,RGGI : ,CSNOX : ,CSOSG2 : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,505
NY,E F Barrett,2511,U00017,CP001,2019,RGGI,1044,12,11925,,0.065,0.4254,40.36,11347,190133.5,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,CSNOX : ,RGGI : ,CSOSG2 : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,480
NY,E F Barrett,2511,U00018,CP001,2019,RGGI,697,12,8798,,0.048,0.4251,29.767,8314.4,138748.2,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","CSOSG2 : ,RGGI : ,CSNOX : ,CSSO2G1 : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,475
NY,E F Barrett,2511,U00019,CP001,2019,RGGI,697,12,8798,,0.048,0.4251,29.767,8314.4,138748.2,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","CSNOX : ,RGGI : ,CSOSG2 : ,CSSO2G1 : ",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.6169,-73.6486,475
NY,Equus  Power I,56032,1,,2019,RGGI,933.2,12,41818.15,,0.131,0.0279,2.481,24764.017,416554.794,2,,Nassau County,Electric Utility,"J Power USA Development Co, Ltd.","J Power USA Development Co, Ltd.","CSSO2G1 : Paul E Peterson (607880),CSOSG2 : Paul E Peterson (607880),ARP : Paul E Peterson (607880),CSNOX : Paul E Peterson (607880),RGGI : Paul E Peterson (607880)","CSSO2G1 : Jason White (608523),CSOSG2 : Jason White (608523),ARP : Jason White (608523),CSNOX : Jason White (608523),RGGI : Jason White (608523)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.6447,-73.5683,475
NY,Freeport Power Plant No. 2,2679,5,,2019,RGGI,379.5,12,13872.75,,0.053,0.0597,1.165,8428.95,140612,2,,Nassau County,Electric Utility,Incorporated Village of Freeport,Incorporated Village of Freeport,"CSSO2G1 : Al Livingston Jr (606228),ARP : Al Livingston Jr (606228),RGGI : Al Livingston Jr (606228),CSNOX : Al Livingston Jr (606228),CSOSG2 : Al Livingston Jr (606228)","CSSO2G1 : Keith Muchnick (605682),ARP : Keith Muchnick (605682),RGGI : Keith Muchnick (605682),CSNOX : Keith Muchnick (605682),CSOSG2 : Keith Muchnick (605682)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.6447,-73.5683,486
NY,Glenwood Landing Energy Center,7869,UGT012,,2019,RGGI,1039.75,12,41861.25,,0.135,0.049,3.035,24364.1,409541.6,2,,Nassau County,Electric Utility,National Grid Glenwood Energy Center LLC,National Grid Glenwood Energy Center LLC,"CSNOX : James P Flannery (606257),ARP : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSNOX : ,ARP : ,CSSO2G1 : ,RGGI : ,CSOSG2 : ",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.8275,-73.6478,500
NY,Glenwood Landing Energy Center,7869,UGT013,,2019,RGGI,1088.75,12,43546.75,,0.145,0.0543,3.111,25542.225,429373.05,2,,Nassau County,Electric Utility,National Grid Glenwood Energy Center LLC,National Grid Glenwood Energy Center LLC,"CSNOX : James P Flannery (606257),ARP : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257)","CSNOX : ,ARP : ,CSOSG2 : ,CSSO2G1 : ,RGGI : ",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.8275,-73.6478,517
NY,Hillburn,2628,1,,2019,RGGI,12.48,12,298.56,,0.002,0.3083,1.21,326.373,5493.266,2,NPCC,Rockland County,Electric Utility,"AER NY-GEN, LLC","AER NY-GEN, LLC","RGGI : Greg Sharland (2129),CSSO2G1 : Greg Sharland (2129),CSNOX : Greg Sharland (2129),CSOSG2 : Greg Sharland (2129)","RGGI : Walter J Relling (602898),CSSO2G1 : Walter J Relling (602898),CSNOX : Walter J Relling (602898),CSOSG2 : Walter J Relling (602898)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,41.1269,-74.1653,430
NY,Nissequogue Energy Center,54149,1,,2019,RGGI,7972.95,12,300526.82,,0.996,0.0788,130.253,197236.769,3318798.556,2,,Suffolk County,Cogeneration,Nissequogue Cogen Partners,"Calpine Operating Services Company, Inc.","RGGI : Glen Stockhausen (3292),CSSO2G1 : Glen Stockhausen (3292),CSNOX : Glen Stockhausen (3292),CSOSG2 : Glen Stockhausen (3292)","RGGI : Patrick Blanchard (1082),CSSO2G1 : Patrick Blanchard (1082),CSNOX : Patrick Blanchard (1082),CSOSG2 : Patrick Blanchard (1082)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,40.9168,-73.1292,455
NY,Port Jefferson Energy Center,2517,UGT002,,2019,RGGI,620.75,12,24021.25,,0.079,0.0524,1.959,14674.8,244138.425,2,,Suffolk County,Electric Utility,National Grid Port Jefferson Energy Center LLC,National Grid Port Jefferson Energy Center LLC,"CSSO2G1 : James P Flannery (606257),CSNOX : James P Flannery (606257),ARP : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,CSNOX : ,ARP : ,RGGI : ,CSOSG2 : ",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.9503,-73.0786,487
NY,Port Jefferson Energy Center,2517,UGT003,,2019,RGGI,632.75,12,24544.75,,0.062,0.0494,1.93,13850.475,232429.4,2,,Suffolk County,Electric Utility,National Grid Port Jefferson Energy Center LLC,National Grid Port Jefferson Energy Center LLC,"CSOSG2 : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),ARP : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSOSG2 : ,CSSO2G1 : ,RGGI : ,ARP : ,CSNOX : ",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.9503,-73.0786,545
NY,Ravenswood Generating Station,2500,CT02-1,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","CSOSG2 : Kathy French (605624),RGGI : Kathy French (605624),CSSO2G1 : Kathy French (605624),CSNOX : Kathy French (605624)","CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,670
NY,Ravenswood Generating Station,2500,CT02-2,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","CSNOX : Kathy French (605624),CSSO2G1 : Kathy French (605624),RGGI : Kathy French (605624),CSOSG2 : Kathy French (605624)","CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,680
NY,Ravenswood Generating Station,2500,CT02-3,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","CSSO2G1 : Kathy French (605624),RGGI : Kathy French (605624),CSOSG2 : Kathy French (605624),CSNOX : Kathy French (605624)","CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,524
NY,Ravenswood Generating Station,2500,CT02-4,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","CSOSG2 : Kathy French (605624),CSSO2G1 : Kathy French (605624),CSNOX : Kathy French (605624),RGGI : Kathy French (605624)","CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,524
NY,Ravenswood Generating Station,2500,CT03-1,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","CSSO2G1 : Kathy French (605624),RGGI : Kathy French (605624),CSNOX : Kathy French (605624),CSOSG2 : Kathy French (605624)","CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,524
NY,Ravenswood Generating Station,2500,CT03-2,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","CSOSG2 : Kathy French (605624),CSNOX : Kathy French (605624),RGGI : Kathy French (605624),CSSO2G1 : Kathy French (605624)","CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,524
NY,Ravenswood Generating Station,2500,CT03-3,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","RGGI : Kathy French (605624),CSOSG2 : Kathy French (605624),CSSO2G1 : Kathy French (605624),CSNOX : Kathy French (605624)","RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,524
NY,Ravenswood Generating Station,2500,CT03-4,,2019,RGGI,0,12,0,0,0,0,0,0,0,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","CSOSG2 : Kathy French (605624),RGGI : Kathy French (605624),CSSO2G1 : Kathy French (605624),CSNOX : Kathy French (605624)","CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7585,-73.9451,524
NY,Shoemaker,2632,1,,2019,RGGI,39.29,12,1050.05,,0.006,0.5028,5.54,1162.666,19563.077,2,NPCC,Orange County,Electric Utility,"AER NY-GEN, LLC","AER NY-GEN, LLC","RGGI : Greg Sharland (2129),CSNOX : Greg Sharland (2129),CSOSG2 : Greg Sharland (2129),CSSO2G1 : Greg Sharland (2129)","RGGI : Walter J Relling (602898),CSNOX : Walter J Relling (602898),CSOSG2 : Walter J Relling (602898),CSSO2G1 : Walter J Relling (602898)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,41.4278,-74.4186,524
NY,23rd and 3rd,7910,2301,,2019,RGGI,1107.41,12,45779.84,,0.138,0.0142,2.228,27302.86,459403.16,2,NPCC,Kings County,Electric Utility,New York Power Authority,New York Power Authority,"CSNOX : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),RGGI : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSSO2G1 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),ARP : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSOSG2 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","CSNOX : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),RGGI : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSSO2G1 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),ARP : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSOSG2 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,40.663,-74,524
