State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
"NY","NRG Dunkirk Power","2554","4","CS0003","2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Carson Leikam (604185)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Carson Leikam (604185)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Carson Leikam (604185)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Carson Leikam (604185)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2015","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Carson Leikam (604185)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2016","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Carson Leikam (604185) (Ended Oct 19, 2016)<br>Patrick Yough (603651) (Started Oct 19, 2016) (Ended Oct 26, 2016)<br>Murray W Kohan (606937) (Started Oct 26, 2016)","Patrick Yough (603651) (Ended Oct 19, 2016)<br>Murray W Kohan (606937) (Started Oct 19, 2016) (Ended Oct 26, 2016)<br>Patrick Yough (603651) (Started Oct 26, 2016)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2017","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Murray W Kohan (606937) (Ended Jul 27, 2017)<br>Patrick Yough (603651) (Started Jul 27, 2017) (Ended Jul 27, 2017)<br>Frank Ameo (1243) (Started Jul 27, 2017)","Patrick Yough (603651) (Ended Jul 27, 2017)<br>Frank Ameo (1243) (Started Jul 27, 2017) (Ended Jul 27, 2017)<br>Patrick Yough (603651) (Started Jul 27, 2017)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2018","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Frank Ameo (1243)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2019","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Frank Ameo (1243)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","NRG Dunkirk Power","2554","4","CS0003","2020","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2","NPCC","Chautauqua County","NY013","013","Electric Utility","42.49","-79.35","Dunkirk Power LLC","NRG Energy, Inc","Frank Ameo (1243)","Patrick Yough (603651)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA","Baghouse",,"01/01/1959","Operating","2250.0",
"NY","Nassau Energy Corporation","52056","00004",,"2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653) (Started Jan 05, 2009)","Seth Blumencranz (603747) (Started Dec 14, 2009)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2012","CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2013","CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2014","CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2015","CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2016","CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2017","CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2018","CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2019","CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Nassau Energy Corporation","52056","00004",,"2020","CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Nassau County","NY059","059","Cogeneration","40.7259","-73.5885","Nassau Energy Corp","Nassau Energy Corp","David S Petty (1653)","Seth Blumencranz (603747)",,,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"03/22/1991","Operating","633.0",
"NY","Niagara Generation, LLC","50202","1",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","Niagara Generation, LLC","Niagara Generation, LLC","Susan D Flash (603940) (Ended Mar 11, 2009)<br>Scott Gardner (605096) (Started Feb 11, 2009)","Peter Quirk (603440)","Phase 2",,"Circulating fluidized bed boiler","Wood","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","Niagara Generation, LLC","Niagara Generation, LLC","Scott Gardner (605096)","Peter Quirk (603440)","Phase 2",,"Circulating fluidized bed boiler","Wood","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","Niagara Generation, LLC","Niagara Generation, LLC","Scott Gardner (605096) (Ended Apr 14, 2011)<br>Edward May (606266) (Started Apr 14, 2011)","Peter Quirk (603440)","Phase 2",,"Circulating fluidized bed boiler","Wood","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","Niagara Generation, LLC","Niagara Generation, LLC","Edward May (606266)","Peter Quirk (603440) (Ended Jun 15, 2012)<br>Michael A Boslet (604797) (Started Jun 15, 2012)","Phase 2",,"Circulating fluidized bed boiler","Other Solid Fuel, Wood","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel, Wood","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","Niagara Generation, LLC, Sterling Energy Group","Niagara Generation, LLC","Edward May (606266) (Ended Nov 05, 2013)<br>Michael A Boslet (604797) (Started Nov 05, 2013)","Michael A Boslet (604797) (Ended Nov 05, 2013)<br>Greg B Myers (602039) (Started Nov 05, 2013)","Phase 2",,"Circulating fluidized bed boiler","Other Solid Fuel","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel, Wood","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","Sterling Energy Group","Niagara Generation, LLC","Michael A Boslet (604797) (Ended Oct 02, 2014)<br>Greg B Myers (602039) (Started Oct 02, 2014)","Greg B Myers (602039) (Ended Oct 02, 2014)<br>Chris Crigger (607594) (Started Oct 02, 2014)","Phase 2",,"Circulating fluidized bed boiler","Other Solid Fuel","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel, Wood","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","Sterling Energy Group","Niagara Generation, LLC","Greg B Myers (602039) (Ended Apr 07, 2015)<br>Michael A Boslet (604797) (Started Apr 07, 2015)","Chris Crigger (607594) (Ended Apr 07, 2015)<br>John Domagala (607876) (Started Apr 07, 2015)","Phase 2",,"Circulating fluidized bed boiler","Other Solid Fuel","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel, Wood","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","5380 Frontier Ave Energy Company LLC, Sterling Energy Group","5380 Frontier Ave Energy Company LLC, Niagara Generation, LLC","Michael A Boslet (604797) (Ended May 10, 2016)<br>Deborah Roseman (608372) (Started May 10, 2016)","John Domagala (607876) (Ended May 10, 2016)<br>John B Battaglia (608373) (Started May 10, 2016)","Phase 2",,"Circulating fluidized bed boiler","Other Solid Fuel","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel, Wood","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","5380 Frontier Ave Energy Company LLC","5380 Frontier Ave Energy Company LLC","Deborah Roseman (608372)","John B Battaglia (608373) (Ended Sep 28, 2017)<br>John Katalinas (608744) (Started Sep 28, 2017)","Phase 2",,"Circulating fluidized bed boiler","Other Solid Fuel","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel, Wood","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating","692.0",
"NY","Niagara Generation, LLC","50202","1",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2","NPCC","Niagara County","NY063","063","Electric Utility","43.0804","-79.0082","5380 Frontier Ave Energy Company LLC","5380 Frontier Ave Energy Company LLC","Deborah Roseman (608372)","John Katalinas (608744)","Phase 2",,"Circulating fluidized bed boiler","Other Solid Fuel","Coal, Residual Oil, Pipeline Natural Gas, Petroleum Coke, Tire Derived Fuel, Wood","Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse",,"09/01/1991","Operating (Retired 09/30/2018)","692.0",
"NY","Nissequogue Energy Center","54149","1",,"2009","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Nissequogue Cogen Partners","Richard Battaglia (2791)","Jason M Goodwin (2165)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2010","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Nissequogue Cogen Partners","Richard Battaglia (2791)","Jason M Goodwin (2165) (Ended Nov 17, 2010)<br>James W Klickovich (602329) (Started Nov 17, 2010)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2011","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Nissequogue Cogen Partners","Richard Battaglia (2791)","James W Klickovich (602329)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2012","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Nissequogue Cogen Partners","Richard Battaglia (2791)","James W Klickovich (602329)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2013","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Nissequogue Cogen Partners","Richard Battaglia (2791)","James W Klickovich (602329)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2014","CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Nissequogue Cogen Partners","Richard Battaglia (2791)","James W Klickovich (602329)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2015","CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Calpine Operating Services Company, Inc., Nissequogue Cogen Partners","Richard Battaglia (2791) (Ended Jul 01, 2015)<br>Glen Stockhausen (3292) (Started Jul 01, 2015)","James W Klickovich (602329) (Ended Jul 01, 2015)<br>Heidi M Whidden (602204) (Started Jul 01, 2015)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2016","CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Calpine Operating Services Company, Inc.","Glen Stockhausen (3292)","Heidi M Whidden (602204)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2017","CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Calpine Operating Services Company, Inc.","Glen Stockhausen (3292)","Heidi M Whidden (602204) (Ended Mar 10, 2017)<br>James W Klickovich (602329) (Started Mar 10, 2017) (Ended Nov 17, 2017)<br>Patrick Blanchard (1082) (Started Nov 17, 2017)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2018","CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Calpine Operating Services Company, Inc.","Glen Stockhausen (3292)","Patrick Blanchard (1082)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2019","CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Calpine Operating Services Company, Inc.","Glen Stockhausen (3292)","Patrick Blanchard (1082)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","Nissequogue Energy Center","54149","1",,"2020","CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Cogeneration","40.9168","-73.1292","Nissequogue Cogen Partners","Calpine Operating Services Company, Inc.","Glen Stockhausen (3292)","Patrick Blanchard (1082)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"04/01/1995","Operating","670.0",
"NY","North 1st","7915","NO1",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275) (Started May 19, 2009)","Kolli M Rao (291) (Started May 19, 2009)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291) (Ended Jun 23, 2017)<br>Joshua P Ramos (605253) (Started Jun 23, 2017)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","475.0",
"NY","North 1st","7915","NO1",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Joshua P Ramos (605253)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","500.0",
"NY","North 1st","7915","NO1",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","500.0",
"NY","North 1st","7915","NO1",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Electric Utility","40.7168","-73.9665","New York Power Authority","New York Power Authority","Joshua P Ramos (605253)","Patricia Meehan (609388)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"08/17/2001","Operating","500.0",
"NY","Northport","2516","1",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation","KeySpan Corporation","Richard E Hohlman (603798) (Started Jan 07, 2009)","Robert D Teetz (1010) (Started Jan 07, 2009)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
