State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr),,,,,,
NY,Danskammer Generating Station,2480,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC","Danskammer Energy, LLC",Ed Hall (608967),Susanne May (607620),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1/1/1954,Operating,955.7,,,,,,
NY,Danskammer Generating Station,2480,3,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC","Danskammer Energy, LLC",Ed Hall (608967),Susanne May (607620),Phase 2,Phase 2 Group 1,Tangentially-fired,Pipeline Natural Gas,,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,10/1/1959,Operating,3260,,,,,,
NY,Danskammer Generating Station,2480,4,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC","Danskammer Energy, LLC",Ed Hall (608967),Susanne May (607620),Phase 2,Phase 2 Group 1,Tangentially-fired,Pipeline Natural Gas,,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,9/1/1967,Operating,2419,,,,,,
NY,Ravenswood Generating Station,2500,10,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air,,,2/1/1963,Operating,4204,,,,,,
NY,Ravenswood Generating Station,2500,30,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,6/1/1965,Operating,9379,,,,,,
NY,Astoria Generating Station,8906,41SH,"CPG45A, CPO40",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP","Astoria Operating Services, Inc.",Andrew Oliver (601740),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,9/1/1958,Operating,4074,,,,,,
NY,Astoria Generating Station,8906,42RH,"CPG45A, CPO40",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP","Astoria Operating Services, Inc.",Andrew Oliver (601740),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,9/1/1958,Operating,4074,,,,,,
NY,Astoria Generating Station,8906,51RH,"CPG45A, CPO50",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP","Astoria Operating Services, Inc.",Andrew Oliver (601740),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,5/1/1962,Operating,4094,,,,,,
NY,Astoria Generating Station,8906,52SH,"CPG45A, CPO50",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP","Astoria Operating Services, Inc.",Andrew Oliver (601740),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,5/1/1962,Operating,4094,,,,,,
NY,E F Barrett,2511,10,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1/1/1956,Operating,2300,,,,,,
NY,E F Barrett,2511,20,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air,,,1/1/1963,Operating,2000,,,,,,
NY,Northport,2516,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9231,-73.3417,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Table 1,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air<br>Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1/1/1967,Operating,3900,,,,,,
NY,Northport,2516,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9231,-73.3417,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Table 1,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air<br>Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1/1/1968,Operating,3900,,,,,,
NY,Northport,2516,4,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9231,-73.3417,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air<br>Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1/1/1977,Operating,3800,,,,,,
NY,Port Jefferson Energy Center,2517,3,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9503,-73.0786,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Table 1,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air<br>Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1/1/1958,Operating,2075,,,,,,
NY,Port Jefferson Energy Center,2517,4,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9503,-73.0786,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Table 1,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air<br>Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1/1/1960,Operating,2100,,,,,,
NY,Roseton Generating LLC,8006,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Orange County,NY071,71,Electric Utility,41.5711,-73.9739,Castleton Commodity International,Castleton Commodity International,Howard Kimlin (607096),Eric Shaw (606640),Phase 2,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,Other,Cyclone,,12/1/1974,Operating,7031,,,,,,
NY,Roseton Generating LLC,8006,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Orange County,NY071,71,Electric Utility,41.5711,-73.9739,Castleton Commodity International,Castleton Commodity International,Howard Kimlin (607096),Eric Shaw (606640),Phase 2,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,Other,Cyclone,,9/1/1974,Operating,6987,,,,,,
NY,Ravenswood Generating Station,2500,20,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",Phase 2,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,Overfire Air,,,5/1/1963,Operating,4171,,,,,,
NY,Northport,2516,3,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9231,-73.3417,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,Table 1,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,Overfire Air<br>Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1/1/1972,Operating,3900,,,,,,
